Order ID,Order Line ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Email,Gender,Birth Date,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2015-143490,CA-2015-143490-1,12/6/2015,12/13/2015,Standard Class,Low,NP-18325,Naresj Patel,naresj.patel@hotmail.com,F,11/5/1976,Consumer,United States,San Diego,California,92105,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0,33.642
CA-2015-143490,CA-2015-143490-2,12/6/2015,12/13/2015,Standard Class,Medium,NP-18325,Naresj Patel,naresj.patel@hotmail.com,F,11/5/1976,Consumer,United States,San Diego,California,92105,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.184,2,0.2,19.1786
CA-2015-165085,CA-2015-165085-1,12/27/2015,12/31/2015,Standard Class,Critical,BT-11485,Brad Thomas,brad.thomas@hotmail.hom,M,8/22/1975,Home Office,United States,Clinton,Maryland,20735,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.9,5,0,14.161
CA-2015-165085,CA-2015-165085-2,12/27/2015,12/31/2015,Standard Class,Low,BT-11485,Brad Thomas,brad.thomas@hotmail.hom,M,8/22/1975,Home Office,United States,Clinton,Maryland,20735,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0,103.2284
CA-2017-160423,CA-2017-160423-1,1/21/2017,1/26/2017,Standard Class,Critical,PS-19045,Penelope Sewall,penelope.sewall@hotmail.hom,F,7/8/1999,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,7,0.2,30.4682
CA-2017-160423,CA-2017-160423-2,1/21/2017,1/26/2017,Standard Class,High,PS-19045,Penelope Sewall,penelope.sewall@hotmail.hom,F,7/8/1999,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.6272
CA-2014-159338,CA-2014-159338-1,6/25/2014,6/28/2014,First Class,Medium,NS-18640,Noel Staavos,noel.staavos@hotmail.com,F,9/20/1987,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.196
CA-2016-107216,CA-2016-107216-1,6/14/2016,6/17/2016,First Class,Critical,PV-18985,Paul Van Hugh,paul.hugh@hotmail.hom,M,5/4/1993,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0,2.0416
CA-2016-107216,CA-2016-107216-2,6/14/2016,6/17/2016,First Class,Medium,PV-18985,Paul Van Hugh,paul.hugh@hotmail.hom,M,5/4/1993,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0,4.1031
CA-2016-107216,CA-2016-107216-3,6/14/2016,6/17/2016,First Class,Medium,PV-18985,Paul Van Hugh,paul.hugh@hotmail.hom,M,5/4/1993,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,0,9.6657
CA-2016-107216,CA-2016-107216-4,6/14/2016,6/17/2016,First Class,Low,PV-18985,Paul Van Hugh,paul.hugh@hotmail.hom,M,5/4/1993,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,0,2.5056
US-2017-145863,US-2017-145863-1,4/21/2017,4/27/2017,Standard Class,Critical,RP-19390,Resi Pölking,resi.pölking@hotmail.com,F,12/30/1973,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,3,0.8,-4.7145
US-2017-145863,US-2017-145863-2,4/21/2017,4/27/2017,Standard Class,Medium,RP-19390,Resi Pölking,resi.pölking@hotmail.com,F,12/30/1973,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878
CA-2016-112340,CA-2016-112340-1,10/21/2016,10/27/2016,Standard Class,Medium,NM-18520,Neoma Murray,neoma.murray@hotmail.com,F,3/31/1996,Consumer,United States,Riverside,California,92503,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,0,11.2308
US-2016-110156,US-2016-110156-1,11/19/2016,11/24/2016,Standard Class,Not Specified,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.3644
US-2016-110156,US-2016-110156-2,11/19/2016,11/24/2016,Standard Class,Critical,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566
US-2016-110156,US-2016-110156-3,11/19/2016,11/24/2016,Standard Class,Low,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248
US-2016-110156,US-2016-110156-4,11/19/2016,11/24/2016,Standard Class,Medium,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12,0.2,21.888
US-2016-110156,US-2016-110156-5,11/19/2016,11/24/2016,Standard Class,Not Specified,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267
US-2016-110156,US-2016-110156-6,11/19/2016,11/24/2016,Standard Class,Critical,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186
US-2016-110156,US-2016-110156-7,11/19/2016,11/24/2016,Standard Class,Not Specified,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2,0.2,3.6288
US-2016-110156,US-2016-110156-8,11/19/2016,11/24/2016,Standard Class,Low,EH-13945,Eric Hoffmann,eric.hoffmann@hotmail.com,M,4/17/1999,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264
CA-2017-140585,CA-2017-140585-1,12/18/2017,12/23/2017,Second Class,Critical,RA-19915,Russell Applegate,russell.applegate@hotmail.com,M,7/17/1969,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352
CA-2017-140585,CA-2017-140585-2,12/18/2017,12/23/2017,Second Class,Medium,RA-19915,Russell Applegate,russell.applegate@hotmail.com,M,7/17/1969,Consumer,United States,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.15,-12.6882
CA-2017-140585,CA-2017-140585-3,12/18/2017,12/23/2017,Second Class,Not Specified,RA-19915,Russell Applegate,russell.applegate@hotmail.com,M,7/17/1969,Consumer,United States,Encinitas,California,92024,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2,0,57.5904
CA-2016-144855,CA-2016-144855-1,7/22/2016,7/24/2016,Second Class,Critical,DL-13495,Dionis Lloyd,dionis.lloyd@hotmail.com,M,8/20/1970,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2,0,3.024
CA-2015-142755,CA-2015-142755-1,9/4/2015,9/8/2015,Standard Class,Critical,CS-12355,Christine Sundaresam,christine.sundaresam@hotmail.com,F,9/2/1967,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5,0,137.151
CA-2015-142755,CA-2015-142755-2,9/4/2015,9/8/2015,Standard Class,Critical,CS-12355,Christine Sundaresam,christine.sundaresam@hotmail.com,F,9/2/1967,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.591
CA-2015-142755,CA-2015-142755-3,9/4/2015,9/8/2015,Standard Class,Not Specified,CS-12355,Christine Sundaresam,christine.sundaresam@hotmail.com,F,9/2/1967,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0,2.0492
CA-2015-142755,CA-2015-142755-4,9/4/2015,9/8/2015,Standard Class,Critical,CS-12355,Christine Sundaresam,christine.sundaresam@hotmail.com,F,9/2/1967,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.4872
US-2014-147627,US-2014-147627-1,1/20/2014,1/26/2014,Standard Class,High,HL-15040,Hunter Lopez,hunter.lopez@hotmail.com,M,12/19/1964,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0,181.9818
US-2014-147627,US-2014-147627-2,1/20/2014,1/26/2014,Standard Class,High,HL-15040,Hunter Lopez,hunter.lopez@hotmail.com,M,12/19/1964,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7,0,6.6584
US-2014-147627,US-2014-147627-3,1/20/2014,1/26/2014,Standard Class,Low,HL-15040,Hunter Lopez,hunter.lopez@hotmail.com,M,12/19/1964,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0,11.58
US-2014-147627,US-2014-147627-4,1/20/2014,1/26/2014,Standard Class,Critical,HL-15040,Hunter Lopez,hunter.lopez@hotmail.com,M,12/19/1964,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0,1.7901
US-2014-147627,US-2014-147627-5,1/20/2014,1/26/2014,Standard Class,Not Specified,HL-15040,Hunter Lopez,hunter.lopez@hotmail.com,M,12/19/1964,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0,10.9698
US-2014-147627,US-2014-147627-6,1/20/2014,1/26/2014,Standard Class,High,HL-15040,Hunter Lopez,hunter.lopez@hotmail.com,M,12/19/1964,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0,224.2674
CA-2015-105970,CA-2015-105970-1,3/2/2015,3/7/2015,Standard Class,Low,PA-19060,Pete Armstrong,pete.armstrong@hotmail.hom,M,5/5/1996,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1,0,2.6416
CA-2015-105970,CA-2015-105970-2,3/2/2015,3/7/2015,Standard Class,Medium,PA-19060,Pete Armstrong,pete.armstrong@hotmail.hom,M,5/5/1996,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0,50.94
CA-2016-112102,CA-2016-112102-1,4/12/2016,4/16/2016,Standard Class,Low,BD-11605,Brian Dahlen,brian.dahlen@hotmail.com,M,12/12/1985,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0,75.6624
CA-2016-112102,CA-2016-112102-2,4/12/2016,4/16/2016,Standard Class,Critical,BD-11605,Brian Dahlen,brian.dahlen@hotmail.com,M,12/12/1985,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1,0,20.0851
CA-2016-112102,CA-2016-112102-3,4/12/2016,4/16/2016,Standard Class,Low,BD-11605,Brian Dahlen,brian.dahlen@hotmail.com,M,12/12/1985,Consumer,United States,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0,28.755
US-2016-114776,US-2016-114776-1,12/6/2016,12/7/2016,First Class,Not Specified,GG-14650,Greg Guthrie,greg.guthrie@hotmail.com,F,11/14/1990,Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3,0,9.3312
US-2016-134908,US-2016-134908-1,6/5/2016,6/9/2016,Standard Class,Low,JS-15940,Joni Sundaresam,joni.sundaresam@hotmail.hom,F,10/23/1967,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364
US-2016-134908,US-2016-134908-2,6/5/2016,6/9/2016,Standard Class,Not Specified,JS-15940,Joni Sundaresam,joni.sundaresam@hotmail.hom,F,10/23/1967,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3,0.2,2.646
US-2016-148803,US-2016-148803-1,12/11/2016,12/11/2016,Same Day,Not Specified,LR-16915,Lena Radford,lena.radford@hotmail.com,M,6/13/1995,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571
CA-2016-152170,CA-2016-152170-1,11/12/2016,11/15/2016,Second Class,Critical,FH-14275,Frank Hawley,frank.hawley@hotmail.com,M,7/17/1970,Corporate,United States,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0,129.384
CA-2016-152170,CA-2016-152170-2,11/12/2016,11/15/2016,Second Class,Not Specified,FH-14275,Frank Hawley,frank.hawley@hotmail.com,M,7/17/1970,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0,10.5504
CA-2016-152170,CA-2016-152170-3,11/12/2016,11/15/2016,Second Class,High,FH-14275,Frank Hawley,frank.hawley@hotmail.com,M,7/17/1970,Corporate,United States,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0,8.991
CA-2016-152170,CA-2016-152170-4,11/12/2016,11/15/2016,Second Class,Medium,FH-14275,Frank Hawley,frank.hawley@hotmail.com,M,7/17/1970,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7,0,5.5566
CA-2016-152170,CA-2016-152170-5,11/12/2016,11/15/2016,Second Class,Critical,FH-14275,Frank Hawley,frank.hawley@hotmail.com,M,7/17/1970,Corporate,United States,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0,8.69
CA-2014-146969,CA-2014-146969-1,9/29/2014,10/3/2014,Standard Class,Low,AP-10915,Arthur Prichep,arthur.prichep@hotmail.com,M,5/2/1994,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0,53.196
CA-2014-146969,CA-2014-146969-2,9/29/2014,10/3/2014,Standard Class,Critical,AP-10915,Arthur Prichep,arthur.prichep@hotmail.com,M,5/2/1994,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,0,2.8776
CA-2014-146969,CA-2014-146969-3,9/29/2014,10/3/2014,Standard Class,Not Specified,AP-10915,Arthur Prichep,arthur.prichep@hotmail.com,M,5/2/1994,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1,0,3.1104
CA-2014-146969,CA-2014-146969-4,9/29/2014,10/3/2014,Standard Class,Critical,AP-10915,Arthur Prichep,arthur.prichep@hotmail.com,M,5/2/1994,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054
CA-2014-146969,CA-2014-146969-5,9/29/2014,10/3/2014,Standard Class,Critical,AP-10915,Arthur Prichep,arthur.prichep@hotmail.com,M,5/2/1994,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0,16.7886
CA-2015-112452,CA-2015-112452-1,4/4/2015,4/4/2015,Same Day,Critical,NC-18340,Nat Carroll,nat.carroll@hotmail.com,F,10/3/1990,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346
CA-2015-112452,CA-2015-112452-2,4/4/2015,4/4/2015,Same Day,Medium,NC-18340,Nat Carroll,nat.carroll@hotmail.com,F,10/3/1990,Consumer,United States,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0,2.628
CA-2015-112452,CA-2015-112452-3,4/4/2015,4/4/2015,Same Day,High,NC-18340,Nat Carroll,nat.carroll@hotmail.com,F,10/3/1990,Consumer,United States,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0,5.8696
CA-2015-112452,CA-2015-112452-4,4/4/2015,4/4/2015,Same Day,Critical,NC-18340,Nat Carroll,nat.carroll@hotmail.com,F,10/3/1990,Consumer,United States,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0,0.438
CA-2015-112452,CA-2015-112452-5,4/4/2015,4/4/2015,Same Day,Low,NC-18340,Nat Carroll,nat.carroll@hotmail.com,F,10/3/1990,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0,209.993
CA-2015-113971,CA-2015-113971-1,5/8/2015,5/14/2015,Standard Class,Medium,CB-12535,Claudia Bergmann,claudia.bergmann@hotmail.com,M,5/27/1990,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528
CA-2017-160395,CA-2017-160395-1,12/31/2016,1/6/2017,Standard Class,Medium,KL-16555,Kelly Lampkin,kelly.lampkin@hotmail.com,F,1/17/1994,Corporate,United States,Reno,Nevada,89502,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0,1.638
CA-2017-160395,CA-2017-160395-2,12/31/2016,1/6/2017,Standard Class,Not Specified,KL-16555,Kelly Lampkin,kelly.lampkin@hotmail.com,F,1/17/1994,Corporate,United States,Reno,Nevada,89502,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217
CA-2014-136567,CA-2014-136567-1,12/20/2014,12/21/2014,First Class,Low,PS-19045,Penelope Sewall,penelope.sewall@hotmail.hom,F,7/8/1999,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0,0
CA-2014-136567,CA-2014-136567-2,12/20/2014,12/21/2014,First Class,Medium,PS-19045,Penelope Sewall,penelope.sewall@hotmail.hom,F,7/8/1999,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0,493.7856
CA-2014-136567,CA-2014-136567-3,12/20/2014,12/21/2014,First Class,Low,PS-19045,Penelope Sewall,penelope.sewall@hotmail.hom,F,7/8/1999,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0,29.2857
CA-2014-136567,CA-2014-136567-4,12/20/2014,12/21/2014,First Class,Critical,PS-19045,Penelope Sewall,penelope.sewall@hotmail.hom,F,7/8/1999,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0,100.122
CA-2016-149314,CA-2016-149314-1,7/2/2016,7/7/2016,Second Class,Not Specified,GB-14530,George Bell,george.bell@hotmail.com,M,3/18/1973,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184
CA-2017-147039,CA-2017-147039-1,6/29/2017,7/4/2017,Standard Class,Critical,AA-10315,Alex Avila,alex.avila@hotmail.com,M,3/7/1991,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0,90.735
CA-2017-147039,CA-2017-147039-2,6/29/2017,7/4/2017,Standard Class,Medium,AA-10315,Alex Avila,alex.avila@hotmail.com,M,3/7/1991,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0,5.77
CA-2014-126522,CA-2014-126522-1,9/1/2014,9/5/2014,Second Class,Not Specified,LT-16765,Larry Tron,larry.tron@hotmail.com,F,7/12/1967,Consumer,United States,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0,15.6426
CA-2014-127964,CA-2014-127964-1,3/3/2014,3/8/2014,Standard Class,Medium,AP-10720,Anne Pryor,anne.pryor@hotmail.hom,M,9/10/1998,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0,4.5954
CA-2014-127964,CA-2014-127964-2,3/3/2014,3/8/2014,Standard Class,Medium,AP-10720,Anne Pryor,anne.pryor@hotmail.hom,M,9/10/1998,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872
CA-2014-127964,CA-2014-127964-3,3/3/2014,3/8/2014,Standard Class,High,AP-10720,Anne Pryor,anne.pryor@hotmail.hom,M,9/10/1998,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785
CA-2014-117709,CA-2014-117709-1,5/4/2014,5/8/2014,Standard Class,High,PM-18940,Paul MacIntyre,paul.macintyre@hotmail.com,M,7/28/1968,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0,21.06
CA-2015-125416,CA-2015-125416-1,11/2/2015,11/2/2015,Same Day,High,KC-16540,Kelly Collister,kelly.collister@hotmail.com,F,9/23/1989,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0,49.2723
CA-2017-145226,CA-2017-145226-1,12/8/2017,12/10/2017,Second Class,Low,DL-13315,Delfina Latchford,delfina.latchford@hotmail.com,M,2/5/1989,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0,33.9388
CA-2017-145226,CA-2017-145226-2,12/8/2017,12/10/2017,Second Class,Medium,DL-13315,Delfina Latchford,delfina.latchford@hotmail.com,M,2/5/1989,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0,0
CA-2017-145226,CA-2017-145226-3,12/8/2017,12/10/2017,Second Class,Low,DL-13315,Delfina Latchford,delfina.latchford@hotmail.com,M,2/5/1989,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3,0,9.3312
CA-2017-145226,CA-2017-145226-4,12/8/2017,12/10/2017,Second Class,Not Specified,DL-13315,Delfina Latchford,delfina.latchford@hotmail.com,M,2/5/1989,Consumer,United States,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992
US-2014-100279,US-2014-100279-1,3/10/2014,3/14/2014,Standard Class,High,SW-20275,Scott Williamson,scott.williamson@hotmail.com,M,1/28/1971,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0,10.7424
CA-2014-158064,CA-2014-158064-1,4/21/2014,4/25/2014,Standard Class,Critical,AA-10375,Allen Armold,allen.armold@hotmail.com,F,1/4/1980,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755
US-2015-104430,US-2015-104430-1,10/22/2015,10/26/2015,Standard Class,Not Specified,LT-17110,Liz Thompson,liz.thompson@hotmail.com,F,4/17/1996,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764
CA-2015-132080,CA-2015-132080-1,8/22/2015,8/25/2015,First Class,Low,DP-13105,Dave Poirier,dave.poirier@hotmail.com,F,9/14/1991,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864
CA-2016-161207,CA-2016-161207-1,8/29/2016,9/3/2016,Standard Class,Low,AB-10060,Adam Bellavance,adam.bellavance@hotmail.hom,F,6/12/1996,Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.0997
CA-2014-120243,CA-2014-120243-1,12/27/2014,12/30/2014,Second Class,Critical,AT-10435,Alyssa Tate,alyssa.tate@hotmail.hom,F,10/11/1984,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,4,0,5.4332
CA-2016-113621,CA-2016-113621-1,12/1/2016,12/5/2016,Standard Class,High,JE-15745,Joel Eaton,joel.eaton@hotmail.com,M,12/25/1965,Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0,51.75
